,phylum,class,order,family,genus,species,taxon
7570,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Isosphaeraceae,Isosphaera,Isosphaera pallida,Isosphaera pallida ATCC 43644
7572,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL62,Planctomyces sp. SH-PL62
7578,Planctomycetes <phylum>,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,Gemmata sp. SH-PL17,Gemmata sp. SH-PL17
7729,Verrucomicrobia,,,,,,Verrucomicrobia
8350,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,,Polyangiaceae
8351,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Sandaracinus amylolyticus,Sandaracinus amylolyticus
8396,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Steroidobacter,Steroidobacter denitrificans,Steroidobacter denitrificans
8419,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,,Luteibacter
8427,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,Ahniella affigens,Ahniella affigens
8439,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas sp. YGD11-2,Luteimonas sp. YGD11-2
8534,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. MYb57,Stenotrophomonas sp. MYb57
8607,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,,Nitrosomonas
8957,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter gummiphilus,Rhizobacter gummiphilus
9484,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp. meg3,Herbaspirillum sp. meg3
9570,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,,,Chromatiaceae
9626,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia micdadei,Tatlockia micdadei
9649,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,Candidatus Rickettsiella viridis,Candidatus Rickettsiella viridis
9663,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira sp. BSL-9,Ectothiorhodospira sp. BSL-9
9837,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. P2G3,Psychrobacter sp. P2G3
9840,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,,Psychrobacter
9997,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
9998,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,,Moraxellaceae
10035,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax pacificus,Alcanivorax pacificus W11-5
10320,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,Pseudomonas syringae pv. actinidiae ICMP 9853
10526,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10588,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Zymobacter,Zymobacter palmae,Zymobacter palmae
11912,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,,,Erwiniaceae
12478,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera <proteobacteria>,Buchnera aphidicola,Buchnera aphidicola str. Sg (Schizaphis graminum)
13490,,,,,,,Bacteria <prokaryotes>
7738,Acidobacteria <phylum>,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,Candidatus Koribacter versatilis,Candidatus Koribacter versatilis Ellin345
5,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Starkeya,Starkeya novella,Starkeya novella DSM 506
3689,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus inopinatus,Pediococcus inopinatus
4555,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
7247,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides caccae,Bacteroides caccae
7276,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides <genus>,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482
7537,Deferribacteres <phylum>,Deferribacteres <class>,Deferribacterales,Deferribacteraceae,Geovibrio,Geovibrio thiophilus,Geovibrio thiophilus
8349,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,Chondromyces crocatus,Chondromyces crocatus
9456,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp. WG5,Massilia sp. WG5
10490,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. FGI182,Pseudomonas sp. FGI182
4529,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus subsp. aureus N315
18,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,Chelatococcus daeguensis,Chelatococcus daeguensis
83,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,Rhizobiales
243,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. KY5,Erythrobacter sp. KY5
401,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
455,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yangia,Yangia pacifica,Yangia pacifica
548,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
810,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,,Caulobacteraceae
925,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,Rickettsia
963,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,Rickettsiales endosymbiont of Stachyamoeba lipophora,Rickettsiales endosymbiont of Stachyamoeba lipophora
965,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
1253,Spirochaetes <phylum>,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,Treponema
1522,Cyanobacteria,,,,,,Cyanobacteria
1654,,,,,,,Bacteria <prokaryotes>
1954,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,,Clostridiales Family XIII. Incertae Sedis
1986,Firmicutes,Clostridia,Clostridiales,,,,Clostridiales
2731,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus <bacterium>,Bacillus coagulans,Bacillus coagulans
3587,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc gelidum,Leuconostoc gelidum JB7
4113,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,,Mycoplasma
4223,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense,Spiroplasma taiwanense CT-1
4960,Firmicutes,,,,,,Firmicutes
5844,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5919,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
5921,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,,,Microbacteriaceae
6777,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter sp. LPB0138,Lutibacter sp. LPB0138
6889,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
7231,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,Muribaculum intestinale
7518,Bacteroidetes <phylum>,Cytophagia,Cytophagales,,,,Cytophagales
7730,Verrucomicrobia,,,,,,Verrucomicrobia
7805,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,,,Arcobacter group
8824,Proteobacteria,Betaproteobacteria,,,Candidatus Kinetoplastibacterium,,Candidatus Kinetoplastibacterium
9339,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9636,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella <Bacteria>,Coxiella endosymbiont of Amblyomma americanum,Coxiella endosymbiont of Amblyomma americanum
9695,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,Methylomicrobium alcaliphilum,Methylomicrobium alcaliphilum 20Z
9789,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,Piscirickettsiaceae
9805,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10022,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter salarius,Marinobacter salarius
10167,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas
10540,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,Marinomonas
10543,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,,Oceanospirillaceae
10567,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. KO116,Halomonas sp. KO116
13020,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,,Salinivibrio
13317,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,Salinimonas sp. HMF8227,Salinimonas sp. HMF8227
13426,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans,Simiduia agarivorans SA1 = DSM 21679
3116,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gordonii,Streptococcus gordonii
4445,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri,Staphylococcus pasteuri SP1
7321,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni,Prevotella jejuni
8395,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,Mariprofundus
8580,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium GR16-43,Betaproteobacteria bacterium GR16-43
7242,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,Parabacteroides
8387,Proteobacteria,,,,,,Proteobacteria
7540,Deferribacteres <phylum>,Deferribacteres <class>,Deferribacterales,Deferribacteraceae,Flexistipes,Flexistipes sinusarabici,Flexistipes sinusarabici DSM 4947
7793,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter marinus,Arcobacter marinus
4537,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
7759,Elusimicrobia <phylum>,,,,,,Elusimicrobia <phylum>
9501,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Methyloversatilis,Methyloversatilis sp. RAC08,Methyloversatilis sp. RAC08
312,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. LK11,Sphingomonas sp. LK11
4602,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
8983,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans sp. 103DPR2,Limnohabitans sp. 103DPR2
10351,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas antarctica,Pseudomonas antarctica
11012,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,Pantoea ananatis
418,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
9784,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Hydrogenovibrio,Hydrogenovibrio thermophilus,Hydrogenovibrio thermophilus
964,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,,Rickettsiales
2006,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,,Lachnoclostridium
3526,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,Lactobacillus
5456,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Micrococcaceae,Kocuria,Kocuria palustris,Kocuria palustris
8361,Proteobacteria,Deltaproteobacteria,Myxococcales,Vulgatibacteraceae,Vulgatibacter,Vulgatibacter incomptus,Vulgatibacter incomptus
8643,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Laribacter,Laribacter hongkongensis,Laribacter hongkongensis
8956,Proteobacteria,Betaproteobacteria,Burkholderiales,,Methylibium,,Methylibium
10143,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri A1501
11482,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
12839,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,Arsenophonus nasoniae,Arsenophonus nasoniae
13434,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter sp. IMCC21906,Spongiibacter sp. IMCC21906
3403,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus animalis,Lactobacillus animalis
10033,Proteobacteria,Gammaproteobacteria,,,,,Gammaproteobacteria
10537,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. FW-1,Marinomonas sp. FW-1
8279,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,,Pelobacter
1605,Thermotogae <phylum>,Thermotogae <class>,Petrotogales,Petrotogaceae,,,Petrotogaceae
3979,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,,Candidatus Phytoplasma
6844,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. Hel1_33_131,Formosa sp. Hel1_33_131
9580,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella hackeliae,Legionella hackeliae
13511,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp. MC1,Hyphomicrobium sp. MC1
1309,Spirochaetes <phylum>,Spirochaetia,,,,,Spirochaetia
1601,Thermotogae <phylum>,Thermotogae <class>,Petrotogales,Petrotogaceae,Marinitoga,Marinitoga piezophila,Marinitoga piezophila KA3
8327,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,Desulfobacterium autotrophicum,Desulfobacterium autotrophicum HRM2
13023,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae,Photobacterium damselae subsp. damselae
5798,Actinobacteria <phylum>,Actinobacteria <class>,Micrococcales,Microbacteriaceae,Cnuibacter,Cnuibacter physcomitrellae,Cnuibacter physcomitrellae
451,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sagittula,Sagittula sp. P11,Sagittula sp. P11
474,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. SK025,Sulfitobacter sp. SK025
547,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,Rhodobacteraceae
4311,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Faecalibaculum rodentium,Faecalibaculum rodentium
4554,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,Staphylococcus
4851,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobius,Natranaerobius thermophilus,Natranaerobius thermophilus JW/NM-WN-LF
6868,Bacteroidetes <phylum>,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,Flavobacteriaceae
7355,Bacteroidetes <phylum>,Bacteroidia,,,,,Bacteroidia
7504,Bacteroidetes <phylum>,Cytophagia,Cytophagales,,,,Cytophagales
8256,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,,Desulfovibrionaceae
8277,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,Pelobacter acetylenicus,Pelobacter acetylenicus
9026,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102,Acidovorax sp. KKS102
9583,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella lansingensis,Legionella lansingensis
9627,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella oakridgensis,Legionella oakridgensis ATCC 33761 = DSM 21215
10547,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,,,Saccharospirillaceae
13503,Proteobacteria,Alphaproteobacteria,,,,,Alphaproteobacteria
13506,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium nitrativorans,Hyphomicrobium nitrativorans NL23
845,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum gryphiswaldense,Magnetospirillum gryphiswaldense MSR-1 v2
5602,Actinobacteria <phylum>,Actinobacteria <class>,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces
8782,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella corrodens,Eikenella corrodens
10656,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. W3-18-1,Shewanella sp. W3-18-1
2022,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,,Butyrivibrio
2211,Firmicutes,Bacilli,Bacillales,,,,Bacillales
2046,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Lachnospiraceae bacterium oral taxon 500,Lachnospiraceae bacterium oral taxon 500
5365,Actinobacteria <phylum>,Actinobacteria <class>,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,Candidatus Nanopelagicus abundans,Candidatus Nanopelagicus abundans
6235,Actinobacteria <phylum>,Actinobacteria <class>,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium matruchotii,Corynebacterium matruchotii
7295,Bacteroidetes <phylum>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 299,Prevotella sp. oral taxon 299 str. F0039
8408,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,Cardiobacterium hominis
8590,Proteobacteria,Betaproteobacteria,,,,,Betaproteobacteria
9909,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,Acinetobacter radioresistens
10560,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas beimenensis,Halomonas beimenensis
13512,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,Hyphomicrobium
840,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum,Pararhodospirillum photometricum,Pararhodospirillum photometricum DSM 122
7791,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter mytili,Arcobacter mytili LMG 24559
